UnionSize,Weighted,TestNum,Time
50000,0,6,0.002314
50000,0,7,0.002197
50000,0,8,0.003056
50000,0,9,0.001903
50000,0,10,0.001847
50000,0,11,0.001845
50000,0,12,0.002378
50000,0,13,0.002247
50000,0,14,0.002241
50000,0,15,0.002072
50000,0,16,0.001749
50000,0,17,0.001800
50000,0,18,0.001765
50000,0,19,0.001984
50000,0,20,0.002362
50000,0,21,0.002284
50000,0,22,0.001990
50000,0,23,0.001829
50000,0,24,0.001843
50000,0,25,0.001824
50000,0,26,0.001818
50000,0,27,0.002159
50000,0,28,0.002361
50000,0,29,0.002295
50000,0,30,0.002307
50000,0,31,0.003076
50000,0,32,0.001790
50000,0,33,0.001791
50000,0,34,0.001821
50000,0,35,0.001836
50000,0,36,0.001856
50000,0,37,0.001783
50000,0,38,0.001790
50000,0,39,0.001791
50000,0,40,0.001768
50000,0,41,0.001793
50000,0,42,0.001947
50000,0,43,0.002277
50000,0,44,0.002271
50000,0,45,0.002313
50000,0,46,0.001784
50000,0,47,0.001843
50000,0,48,0.001848
50000,0,49,0.002110
50000,0,50,0.002300
